Class	FDP	FAO	QD	FSAF	FSAR	FXX	LEN	HRUN	RBI	VARB	STB	STBP	MLLD	SSEN	SSEP	SSSB	QUAL	GQ
F	34	34	20.9781	14	20	0.0285633	1	0	0.102006	0.000329647	0.5	1	177.023	0	0	0.355248	178.314	39
F	127	98	9.6245	50	48	0.030532	1	11	0.368026	0.0537227	0.5	1	4.4977	0	0	0.130278	305.578	33
F	13	13	22.9423	8	5	0	1	0	0.0503107	5.49535e-05	0.5	1	236.948	0	0	-0.142187	74.5624	16
F	128	75	3.08455	24	51	0.051848	2	5	0.0525048	0.14106	0.536468	0.372	16.2844	0	0	0.138318	98.7056	36
F	25	25	19.4485	10	15	0.107105	2	6	0.248678	-0.023804	0.5	1	18.4242	0	0.410256	0	121.553	26
F	289	268	37.5773	118	150	0	1	2	0.0366593	0.00145824	0.5	1	26.7264	0	0	-5.61003e-08	2714.96	15
F	72	0	18.7301	0	0	0.0399947	2	4	0.15687	0	0.5	1	32.4905	0	0	0	337.142	71
F	61	61	20.3622	25	36	0.0161264	1	0	0.0932215	0.00109791	0.5	1	164.896	0	0	0.713125	310.523	65
F	352	0	0.897068	0	0	0.0194981	1	2	0.32799	0.0274454	0.5	1	10.6426	0	0	0.694419	78.942	77
F	34	1	30.2052	0	1	0.105235	1	5	0.34589	-0.0150975	0.986712	0.516	13.9806	0.462264	0.388889	-0.12621	256.744	6
F	30	0	14.0199	0	0	0.117612	1	1	0.575928	0	0.5	1	14.5658	0	0	0.766476	105.149	53
F	229	223	37.7214	102	121	0.0296598	120	1	0.0208075	-0.00669377	0.5	1	212.699	0	0	0.00628507	50	99
F	94	69	36.8445	56	13	0.0504999	3	2	0.539897	0.0310023	0.5	1	165.343	0	0	0	865.846	52
F	391	0	23.6691	0	0	0.00761402	2	1	0.0229469	0	0.5	1	230.226	0	0	0	2313.66	99
F	347	326	37.614	148	178	0.00573049	1	2	0.100393	0.00108135	0.5	1	24.5155	0	0	0	3263.02	30
F	33	9	5.85194	1	8	0.0294031	1	4	0.171492	0.0779499	0.695122	0.258	11.75	0	0.35206	-0.44335	48.2785	22
F	46	0	7.84484	0	0	0	1	5	0.179955	0.0401349	0.5	1	8.82185	0	0.395722	0.711552	90.2157	4
F	114	0	18.2725	0	0	0.0338954	2	4	0.300292	0	0.5	1	14.4196	0	0	0	520.767	99
F	116	72	4.51763	43	29	0	2	6	0.182297	0.0993701	0.677433	0	19.8696	0	0.4	0.341393	131.011	26
F	29	23	27.9132	0	23	0	1	1	0.39599	0.0588227	0.5	1	12.4672	0	0	0	202.371	10
F	92	44	0.946186	36	8	0.0515411	1	8	0.0446748	0.138997	0.504948	0.958	6.35784	0	0	0.1696	21.7623	21
F	386	386	16.8645	264	122	0.0349991	1	4	0.231495	0.00374018	0.5	1	12.3317	0.361111	0	0.161197	1627.43	99
F	105	89	30.4879	50	39	0.0454504	2	6	0.940258	0.0468161	0.5	1	18.4301	0	0.372093	-0.89009	800.307	12
F	79	79	13.8506	42	37	0	1	2	0.220009	-0.000749941	0.5	1	6.18169	0	0	-0.476741	273.55	68
F	47	34	18.3933	13	21	0.020829	1	0	0.00459013	0.0973594	0.527011	0.485	24.0185	0	0	0.0519557	216.121	13
F	193	193	17.3389	103	90	0.0153053	1	0	0.195926	0.00174937	0.5	1	44.8748	0	0	0.797725	836.604	99
F	189	55	5.32888	21	34	0	1	1	0.0194174	-0.00852586	0.534893	0.538	222.74	0	0	0.0649997	251.79	99
F	222	192	35.4833	134	58	0.00892817	1	4	0.952224	0.0155658	0.5	1	22.013	0.342105	0	-0.883191	1969.33	8
F	14	9	27.6277	8	1	0.124922	2	4	0.270098	0.0485393	0.5	1	16.9942	0.366667	0	0.770815	96.697	20
F	114	0	18.2725	0	0	0.0338954	2	4	0.300292	0	0.5	1	14.4196	0	0	0	520.767	99
F	32	22	30.7272	0	22	0.0302939	1	1	0.0149543	0.0727905	0.5	1	19.1356	0	0	0	245.817	29
F	127	69	15.3887	48	21	0.0155027	1	4	0.262651	0.268458	0.505153	0.622	5.56581	0	0	-0.0683426	488.59	79
F	136	136	17.8104	65	71	0.00729874	2	6	0.231392	0.00318906	0.5	1	16.0945	0.4	0	0.0298518	605.552	99
F	134	134	21.3606	26	108	0.0147048	1	3	0.132001	0.00105542	0.5	1	19.9279	0	0	0.0127241	715.58	99
F	24	8	5.99785	6	2	0	1	1	0.102459	0.0119269	0.732738	0.124	170.216	0	0	0.116701	35.9871	27
F	126	0	23.3003	0	0	0.0526276	5	3	0.0202655	0.000856846	0.5	1	203.453	0	0	0	733.961	99
F	48	0	10.3363	0	0	0.020404	2	7	0.424528	0	0.5	1	13.6276	0	0	0.865848	124.036	25
F	61	17	10.2626	12	5	0.197342	2	8	0.175824	-0.127021	0.5	1	9.75858	0	0	0.497397	156.504	3
F	43	29	2.97395	15	14	0	1	8	0.175314	0.10015	0.528826	0.618	7.38095	0	0	-0.116263	31.9699	10
F	36	27	12.5572	10	17	0.0526177	1	5	0.226167	0.0789543	0.572979	0.13	10.2657	0	0	0.0884995	113.014	10
F	53	53	37.6136	26	27	0	39	1	0.0475494	4.64721e-05	0.5	1	147.434	0	0	3.83186e-08	50	99
F	100	53	2.64576	28	25	0.0476145	1	1	0.158102	0.0603002	0.531903	0.531	13.5342	0	0	0.67202	66.144	36
F	38	12	23.4046	0	12	0.0256345	2	15	0.233161	0.0995666	0.5	1	5.66847	0	0	0	222.344	32
F	25	0	7.86532	0	0	0.166611	1	3	0.226063	0	0.5	1	12.6972	0	0	0.69933	49.1583	38
F	110	20	37.0609	1	19	0.0090082	1	1	0.0460237	0.00795596	0.5	1	254.621	0	0	3.98875e-08	1019.17	17
F	225	211	37.1743	114	97	0.0131573	1	2	0.0156982	-0.00301787	0.5	1	23.7536	0	0	0	2091.05	17
F	75	50	3.04976	18	32	0.0384566	1	7	0.0778195	0.145537	0.514346	0.759	6.95702	0	0	0.0680485	57.1829	9
F	46	45	36.0716	15	30	0.0212721	1	1	0.0889709	-0.000168511	0.5	1	171.499	0	0	0	414.823	3
F	54	28	31.304	0	28	0	1	4	0.240772	0.0281545	0.5	1	18.5317	0.378378	0	0	422.604	94
F	51	14	36.9423	6	8	0.0192271	1	1	0.0604317	0.00469551	0.5	1	213.804	0	0	0	471.015	15
F	56	36	28.617	32	4	0.0666556	1	5	0.203714	0.069247	0.5	1	13.132	0	0.395349	0	400.638	14
F	27	15	3.08229	2	13	0	1	0	0.120573	0.096946	0.76429	0.016	14.047	0	0	-0.578274	20.8054	17
F	242	242	21.3081	163	79	0.0122444	1	0	0.053858	0.00192164	0.5	1	80.2715	0	0	-0.803159	1289.14	99
F	48	31	13.6535	30	1	0.058812	1	0	0.163693	0.185319	0.714096	0.036	16.1522	0	0	0.82415	163.842	18
F	49	28	3.85468	22	6	0.019996	1	0	0.0682335	0.0354601	0.792301	0	56.9498	0	0	0.56708	47.2199	24
F	47	0	2.95306	0	0	0.059988	2	0	0.171445	0.117313	0.5	1	22.1899	0	0	-0.513381	34.6984	24
F	39	21	11.9573	21	0	0.0930016	1	5	0.103532	0.219952	0.5	1	8.99259	0	0	0.715956	116.584	25
F	399	149	0.430226	71	78	0.00249994	1	5	0.178058	0.0922049	0.529734	0.344	8.91331	0	0.417722	0.114272	42.915	42
F	154	139	30.6462	67	72	0.0778397	1	0	0.0764306	0.0059143	0.550328	0	264.028	0	0	0	1179.88	4
F	59	24	22.1033	2	22	0.0166639	2	15	0.053279	0.0257224	0.5	1	8.11107	0	0	0.0394551	326.023	76
F	210	210	34.7345	85	125	0	1	3	0.234257	0.00192996	0.5	1	18.9856	0	0	0.0209358	1823.56	88
F	76	17	2.14241	0	17	0.0499937	1	5	0.0923634	0.201852	0.999294	0	9.90162	0	0	-0.811067	40.7058	11
F	29	23	31.9569	23	0	0.0937207	2	0	0.324442	0.0684708	0.999148	0.017	36.9621	0	0	0.78088	231.687	10
F	68	68	37.4468	32	36	0.0144907	1	1	0.04172	0.000110289	0.5	1	142.044	0	0	0	636.596	30
F	77	63	10.1495	25	38	0	1	5	0.116964	0.0496265	0.577754	0.01	13.7358	0	0.452381	0.175789	195.378	11
F	18	5	8.26603	0	5	0	2	4	0.127154	0.0129805	0.996984	0.036	10.7733	0	0	-0.74182	37.1971	7
F	47	16	16.3695	7	9	0.129606	4	2	0.0510438	0.0879399	0.5	1	126.62	0	0	0.322841	192.342	10
F	45	15	23.4415	0	15	0	2	0	0.00872341	0.163812	0.5	1	25.7241	0	0	0	263.717	50
F	79	51	21.6468	3	48	0.0124984	1	4	0.563086	0.169151	0.5	1	9.98752	0	0	-0.747432	427.524	81
F	13	5	22.4231	0	5	0	1	2	0.00508576	0.30305	0.5	1	20.1485	0	0	0	72.875	19
F	282	233	37.398	122	111	0.0440663	1	1	0.0326173	-0.00773532	0.5	1	181.475	0	0	0.0109218	2636.56	27
F	38	0	5.16801	0	0	0.224444	2	2	0.0356071	0	0.5	1	114.759	0	0	0.272986	49.0961	18
F	185	185	19.882	95	90	0.106275	1	0	0.166127	-0.00256842	0.5	1	101.134	0	0	-0.624112	919.545	99
F	171	0	16.9622	0	0	0.01156	1	6	0.519063	0	0.5	1	9.05138	0.4	0	-0.868787	725.134	99
F	159	60	0.620297	22	38	0.0124216	1	2	0.213852	0.0812671	0.569729	0.177	14.3093	0	0	-0.0498681	24.6568	24
F	115	114	20.2154	15	99	0.0254216	1	3	0.207612	-9.35985e-05	0.502512	0.631	19.8864	0	0	-0.100785	581.194	99
F	39	38	20.0986	20	18	0.0930016	2	6	0.207998	-0.00526154	0.513506	0.328	24.0521	0	0.410256	0.0548082	195.962	36
F	213	213	18.8709	46	167	0.044841	1	4	0.238886	0.00236918	0.5	1	13.8542	0	0	-0.870297	1004.87	99
F	219	63	5.76961	30	33	0	1	1	0.0277529	0.00467962	0.556389	0.272	235.986	0	0	0.0859586	315.886	99
F	162	86	35.7752	80	6	0.0240949	1	0	0.0581809	2.89597e-05	0.5	1	104.975	0	0	0.896807	1448.9	99
F	268	211	37.522	130	81	0.329992	1	3	0.0693422	-7.04211e-05	0.5	1	316.105	0	0	-0.00743659	2513.97	47
F	144	144	18.1834	38	106	0.387218	1	0	0.017809	-1.78052e-05	0.5	1	82.293	0	0	-0.825848	654.603	99
F	63	63	13.7668	31	32	0.0307645	1	7	0.221447	0.0118282	0.5	1	9.41135	0	0	-0.186337	216.827	41
F	356	223	32.8684	85	138	0.0246569	1	2	0.893983	0.0225066	0.5	1	17.8426	0	0	0.857019	2925.29	99
F	19	10	19.5311	0	10	0	1	1	0.0921492	0.0257776	0.99813	0.072	11.3302	0	0	-0.771117	92.7727	28
F	385	375	17.5338	247	128	0.0374991	1	0	0.0431854	0.0086779	0.518796	0	51.311	0	0	-0.866692	1687.63	99
F	31	0	9.57453	0	0	0.224944	2	8	0.140005	0	0.5	1	12.7203	0	0	0.0508469	74.2026	6
F	247	25	3.2467	10	15	0.101814	18	1	0.0211574	-0.0313634	0.554208	0.546	162.327	0	0	-0.0995193	200.484	99
F	153	153	35.0608	31	122	0.0437473	2	5	0.21119	0.00456492	0.5	1	32.5946	0.4	0	0.0168884	1341.08	62
F	41	41	15.7145	9	32	0	1	6	0.196689	0.0106634	0.5	1	11.1193	0.516129	0	0.00933233	161.074	31
F	53	40	7.7521	39	1	0.0185151	1	0	0.171465	0.0909273	0.888313	0	25.5832	0	0	0.493322	102.715	4
F	285	285	19.0905	163	122	0.0069684	1	3	0.059451	0.000500832	0.5	1	13.5529	0	0	-0.858903	1360.2	99
F	91	73	7.03121	30	43	0	2	5	0.182479	-0.0109151	0.615353	0	10.709	0.344262	0	-0.554355	159.96	5
F	25	11	11.2608	5	6	0	1	6	0.28245	0.177061	0.566892	0.492	7.80478	0	0	-0.263925	70.3803	20
F	107	107	21.7718	52	55	0.0092584	1	0	0.162536	-0.000176622	0.5	1	128.161	0	0	-0.747346	582.395	99
F	36	33	26.9418	16	17	0.0526177	1	6	0.194992	-0.00333007	0.5	1	11.8409	0	0.491525	0.0371713	242.477	3
F	397	164	0.98576	17	147	0.00749981	1	4	0.0262983	0.0675707	0.839984	0	14.6966	0	0	-0.548637	97.8367	97
F	16	10	11.1012	7	3	0	1	4	0.159749	0.128752	0.670882	0.108	11.4883	0.366667	0	0	44.4049	17
F	92	81	13.8843	40	41	0	1	5	0.136352	0.017857	0.559125	0.004	15.9446	0	0.452381	0.125435	319.339	30
F	48	48	10.3363	20	28	0.020404	1	7	0.213255	0.00866807	0.5	1	7.06702	0	0	0.193009	124.036	25
F	25	10	11.5519	9	1	0	1	1	0.12667	0.0115174	0.870147	0.002	94.523	0	0	0.583505	72.1992	36
F	25	25	17.3706	18	7	0	1	4	0.158335	0.0116822	0.5	1	9.31884	0	0.372093	0	108.566	25
F	174	0	37.4261	0	0	0	2	3	0.0884823	0	0.5	1	124.413	0	0	5.56306e-08	1628.04	72
F	317	317	39.4782	190	127	0.00314456	1	1	0.0809595	0.00228771	0.5	1	49.1772	0	0	0	3128.65	99
